Geneid,<2C (LG1),G1,S,G2M,>4C (GG2M),desc,class,selected
Tb927.5.2840,2395.480225988701,431.2617702448211,303.20150659133714,207.1563088512241,11.299435028248586,hypothetical protein  conserved,<2C (LG1),0
Tb927.5.2860,886.8940754039496,446.1400359066427,473.51885098743264,401.70556552962296,358.1687612208258,Protein of unknown function (DUF2453)  putative,<2C (LG1),0
Tb927.5.2870,589.2857142857142,405.2197802197802,318.6813186813187,287.0879120879121,642.1703296703297,hypothetical protein,>4C (GG2M),0
Tb927.5.2880,0.0,43.83116883116883,64.93506493506493,38.96103896103896,40.584415584415595,chaperone protein DnaJ  putative,S,0
Tb927.5.2890,814.6225715556874,1066.4392703544418,829.007860002966,658.1640219486875,595.4323001631321,AAA domain (dynein-related subfamily)/von Willebrand factor type A domain containing protein  putative,G1,0
Tb927.5.2900,394.6686412439837,682.7101073676416,473.1580895964457,414.6612365790448,349.87041836356906,histone deacetylase 4,G1,0
Tb5.NT.67,1372.4696356275306,2542.5101214574897,2117.408906882591,2299.595141700405,1643.7246963562752,Noncoding RNA  putative,G1,0
Tb927.5.2910,782.0945945945946,744.9324324324325,462.8378378378378,667.2297297297298,189.1891891891892,hypothetical protein  conserved,<2C (LG1),0
Tb927.5.2920,327.6595744680851,410.63829787234044,339.71631205673765,321.2765957446809,214.18439716312056,Ring finger domain containing protein  putative,G1,0
Tb927.5.2930,73.84615384615384,265.38461538461536,250.7692307692308,260.76923076923083,80.76923076923076,Mitochondrial ATP synthase subunit  putative,G1,0
Tb927.5.2940,0.5927682276229994,107.2910491997629,41.49377593360996,59.276822762299936,100.7705986959099,stress-induced protein sti1  putative,G1,0
Tb927.5.2950,1136.5491651205937,1258.627087198516,1002.9684601113173,864.5640074211502,689.0538033395178,Component of motile flagella 3,G1,0
Tb927.5.2960,1888.0171184022827,1198.2881597717544,763.1954350927248,687.5891583452211,390.1569186875892,phosphoribosylpyrophosphate synthetase  putative,<2C (LG1),0
Tb927.5.2970,422.6955563716489,723.099522585384,535.8060962174073,348.14542783694463,579.1406536907822,suppressive immunomodulating factor,G1,0
Tb927.5.2980,163.61862960253598,723.2382345769324,551.0851011948305,484.02828578395514,456.47403072421366,Exocyst complex component Sec3  putative,G1,0
Tb927.5.2990,464.5799011532125,289.12685337726526,319.60461285008233,231.4662273476112,90.60955518945634,hypothetical protein  conserved,<2C (LG1),0
Tb927.5.3000,290.9698996655518,185.61872909699002,226.58862876254184,217.3913043478261,198.1605351170569,Thiopurine S-methyltransferase (TPMT)  putative,<2C (LG1),0
Tb927.5.3020,848.6209108402822,529.8268120590122,279.0250160359205,249.518922386145,284.79794740218085,hypothetical protein  conserved,<2C (LG1),0
Tb927.5.2370,0.0,589.4206549118387,496.85138539042816,362.0906801007557,433.24937027707807,hydrolase  alpha/beta fold family  putative,G1,0
Tb927.5.4130,1377.0390889504465,983.0717143736534,933.8257925515544,687.2883964296707,471.52970144659895,hypothetical protein  conserved,<2C (LG1),0
Tb5.NT.86,630.5084745762713,1318.6440677966102,1352.542372881356,966.1016949152544,1566.1016949152545,Noncoding RNA  putative,>4C (GG2M),0
Tb927.5.5280,170.26683608640406,81.32147395171538,78.78017789072427,79.41550190597205,30.495552731893266,variant surface glycoprotein  frameshift,<2C (LG1),0
Tb927.5.5290,104.99027867790019,116.00777705767985,95.91704471808168,134.80233311730393,68.69734283862606,variant surface glycoprotein  degenerate,G2M,0
Tb927.5.5300,3.3025099075297226,57.46367239101717,46.23513870541612,39.63011889035668,19.15455746367239,variant surface glycoprotein  degenerate,G1,0
Tb927.5.5310,193.07958477508652,376.4705882352941,257.439446366782,376.4705882352941,253.28719723183391,variant surface glycoprotein  frameshift,G1,0
Tb927.10.14950,1278.363298202108,482.33106013639184,248.6050836949783,236.20582765034095,252.94482331060138,Zinc finger CCCH domain-containing protein 40,<2C (LG1),0
Tb927.5.5330,173.68762151652626,218.40570317563186,209.98055735580039,174.98379779650037,185.35320803629293,variant surface glycoprotein  degenerate,G1,0
Tb927.5.5340,120.75848303393214,181.63672654690617,237.5249500998004,145.70858283433134,75.84830339321356,expression site-associated gene (ESAG  pseudogene)  putative,S,0
Tb927.5.5350,172.98888162197517,297.5801177240026,220.40549378678875,151.73315892740354,239.04512753433622,variant surface glycoprotein  truncated,G1,0
Tb927.5.5270,583.9260312944524,185.6330014224751,56.899004267425326,76.8136557610242,178.52062588904698,variant surface glycoprotein  frameshift,<2C (LG1),0
Tb927.5.5360,14.056224899598394,86.34538152610443,70.28112449799197,126.50602409638556,60.24096385542168,Variant Surface Glycoprotein  putative,G2M,0
Tb927.5.5380,76.49122807017544,402.8070175438596,343.15789473684214,282.10526315789474,416.8421052631578,Variant Surface Glycoprotein  putative,>4C (GG2M),0
Tb927.5.5390,73.8603577611079,71.55222158107328,50.778995960761684,48.47085978072706,66.93594922100404,Variant Surface Glycoprotein  putative,<2C (LG1),0
Tb927.5.5400,433.7646333949477,304.9907578558225,218.11460258780042,285.2741836105977,279.7288971041282,Variant Surface Glycoprotein  putative,<2C (LG1),0
Tb927.5.5410,231.82145428365726,39.59683225341973,29.51763858891289,32.39740820734341,63.35493160547156,Variant Surface Glycoprotein  putative,<2C (LG1),0
Tb927.5.5420,0.0,28.08573540280857,12.564671101256465,36.95491500369549,90.9090909090909,Variant Surface Glycoprotein  putative,>4C (GG2M),0
Tb927.5.5430,88.23529411764706,254.2483660130719,172.54901960784312,131.37254901960785,109.80392156862743,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5440,193.88464211257815,179.98610145934674,120.2223766504517,108.408617095205,81.30646282140376,Variant Surface Glycoprotein  putative,<2C (LG1),0
Tb927.5.5450,286.35701998147414,231.97035860791317,190.15482334259625,189.75784041286224,133.7832473203652,Variant Surface Glycoprotein  putative,<2C (LG1),0
Tb927.5.5370,350.44490075290895,274.46954140999316,180.0136892539356,242.299794661191,223.13483915126625,Variant Surface Glycoprotein  putative,<2C (LG1),0
Tb927.5.5260,3.5128805620608903,57.96252927400469,36.29976580796253,24.590163934426233,2.34192037470726,variant surface glycoprotein  point mutation,G1,0
Tb927.5.5250,0.0,120.80536912751678,144.29530201342286,157.71812080536913,93.95973154362416,variant surface glycoprotein  fragment  degenerate,G2M,0
Tb927.5.5240,0.6640106241699867,20.584329349269584,22.57636122177955,17.92828685258964,61.75298804780876,variant surface glycoprotein (VSG)  putative,>4C (GG2M),0
Tb927.5.5050,127.96504369538076,4.993757802746567,1.2484394506866416,1.8726591760299625,4.993757802746567,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1),0
Tb927.5.5060,646.7449306296693,219.85058697972252,341.51547491995734,234.79188900747062,209.17822838847385,variant surface glycoprotein  degenerate,<2C (LG1),0
Tb927.5.5070,0.0,73.8255033557047,0.0,26.845637583892614,20.134228187919465,variant surface glycoprotein  fragment,G1,0
Tb927.5.5080,17.72816808929744,185.81746552856205,77.47866053841103,40.7091267235719,89.29743926460932,variant surface glycoprotein (VSG)  putative,G1,0
Tb927.5.5090,146.65801427644388,243.34847501622326,205.71057754704742,160.28552887735236,207.6573653471772,variant surface glycoprotein  degenerate,G1,0
Tb927.5.5100,351.54061624649864,70.72829131652661,65.12605042016807,51.120448179271705,45.51820728291317,variant surface glycoprotein  degenerate,<2C (LG1),0
Tb927.5.5110,0.0,25.13227513227513,21.164021164021165,25.13227513227513,0.6613756613756614,variant surface glycoprotein  degenerate,G1,0
Tb927.5.5120,0.0,7.868852459016393,19.016393442622952,13.77049180327869,29.508196721311478,variant surface glycoprotein  degenerate,>4C (GG2M),0
Tb927.5.5130,243.91765439800372,311.9151590767312,237.67935121646912,185.90143480973174,205.2401746724891,variant surface glycoprotein  degenerate,G1,0
Tb927.5.5140,218.57923497267763,315.1183970856102,169.39890710382508,167.5774134790528,135.70127504553733,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene)  putative,G1,0
Tb927.5.5150,1601.5473887814317,1325.5963894261768,1074.790457769181,1123.1463571889103,953.57833655706,variant surface glycoprotein  degenerate,<2C (LG1),0
Tb927.5.5160,449.66442953020135,280.04881025015254,205.6131787675412,206.22330689444786,179.37766931055518,variant surface glycoprotein  degenerate,<2C (LG1),0
Tb927.5.5170,280.8041504539559,131.64721141374838,94.68223086900129,83.65758754863812,110.89494163424123,variant surface glycoprotein  point mutation,<2C (LG1),0
Tb927.5.5180,976.6297662976633,480.9348093480935,391.1439114391144,285.3628536285363,332.10332103321036,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene)  putative,<2C (LG1),0
Tb927.5.5190,38.095238095238095,550.3401360544218,417.68707482993204,463.9455782312925,323.8095238095238,variant surface glycoprotein  degenerate,G1,0
Tb927.5.5200,136.04852686308493,71.92374350086655,90.12131715771231,64.12478336221838,56.325823223570204,variant surface glycoprotein  degenerate,<2C (LG1),0
Tb927.5.5210,217.84232365145232,159.75103734439838,156.984785615491,150.76071922544952,125.86445366528356,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1),0
Tb927.5.5220,0.0,164.19491525423732,95.8686440677966,91.10169491525423,94.27966101694916,variant surface glycoprotein  degenerate,G1,0
Tb927.5.5230,7.226738934056008,317.9765130984643,224.02890695573623,165.31165311653118,197.83197831978316,expression site-associated gene (ESAG  pseudogene)  putative,G1,0
Tb927.5.5460,104.80054090601757,330.62880324543613,247.46450304259636,260.9871534820825,116.9709263015551,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5040,211.7283950617284,354.9382716049382,283.3333333333333,319.1358024691358,190.12345679012344,variant surface glycoprotein  point mutation,G1,0
Tb927.5.5470,69.66292134831461,59.92509363295881,42.69662921348315,46.44194756554307,50.93632958801498,Variant Surface Glycoprotein  putative,<2C (LG1),0
Tb927.5.5490,294.38202247191015,318.35205992509367,462.1722846441948,185.76779026217233,19.475655430711612,Variant Surface Glycoprotein  putative,S,0
Tb927.9.150,233.77337733773376,613.8613861386139,425.1925192519252,447.74477447744766,374.58745874587464,variant surface glycoprotein (VSG  pseudogene)  putative,G1,0
Tb927.9.160,195.0617283950617,522.2222222222222,453.7037037037037,450.6172839506172,472.22222222222223,variant surface glycoprotein (VSG  atypical)  putative,G1,0
Tb927.9.170,802.8322440087146,675.7443718228031,535.7661583151778,385.80246913580254,420.29774872912134,variant surface glycoprotein  fragment,<2C (LG1),0
Tb927.9.180,39.31623931623932,282.05128205128204,211.965811965812,164.10256410256412,324.7863247863248,expression site-associated gene 3 (ESAG3)  fragment,>4C (GG2M),0
Tb927.9.190,146.0,335.3333333333333,254.66666666666663,249.33333333333331,147.33333333333334,variant surface glycoprotein (VSG)  putative,G1,0
Tb927.9.200,929.0780141843973,543.7352245862884,234.04255319148936,309.6926713947991,156.02836879432624,variant surface glycoprotein  fragment,<2C (LG1),0
Tb927.9.210,159.54052329291642,275.0478621569879,218.8895979578813,231.01467772814289,232.29100191448632,variant surface glycoprotein (VSG  pseudogene)  putative,G1,0
Tb927.9.220,223.9583333333333,918.1547619047618,687.5,537.202380952381,612.3511904761905,variant surface glycoprotein (VSG  pseudogene)  putative,G1,0
Tb927.9.130,506.42927794263113,196.8348170128586,185.95450049455985,147.37883283877355,148.3679525222552,variant surface glycoprotein (VSG  pseudogene)  putative,<2C (LG1),0
Tb927.9.230,2.336448598130841,206.54205607476638,207.94392523364482,136.91588785046727,183.17757009345797,variant surface glycoprotein (VSG  pseudogene)  putative,S,0
Tb927.9.250,668.0384087791497,277.0919067215364,117.28395061728395,149.519890260631,158.43621399176956,variant surface glycoprotein (VSG  pseudogene)  putative,<2C (LG1),0
Tb927.9.260,846.6628852335035,906.2204575534128,646.6250709018717,487.2376630743052,438.4571752694271,expression site-associated gene 3 (ESAG3)  fragment,G1,0
Tb927.9.270,2868.2170542635663,1437.984496124031,997.4160206718345,1041.3436692506461,622.7390180878552,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1),0
Tb927.9.280,0.0,435.3182751540042,365.50308008213545,297.741273100616,501.02669404517457,transferrin-binding protein  pseudogene,>4C (GG2M),0
Tb927.9.290,581.7223198594024,970.4745166959576,836.555360281195,791.2126537785588,753.2513181019333,variant surface glycoprotein (VSG  pseudogene)  putative,G1,0
Tb927.9.300,731.7073170731708,337.76792313377683,349.59349593495944,253.51071692535103,142.6459719142646,variant surface glycoprotein (VSG  pseudogene)  putative,<2C (LG1),0
Tb927.9.310,390.6455862977602,559.9472990777339,394.59815546772074,421.60737812911725,174.57180500658765,variant surface glycoprotein (VSG  pseudogene)  putative,G1,0
Tb927.9.320,0.0,446.9135802469136,232.09876543209882,192.59259259259255,197.53086419753086,variant surface glycoprotein (VSG  pseudogene)  putative,G1,0
Tb927.9.240,23.378582202111613,508.2956259426848,251.88536953242837,271.49321266968326,96.53092006033182,variant surface glycoprotein (VSG  pseudogene)  putative,G1,0
Tb927.9.120,150.81206496519727,555.2977571539056,495.7463263727765,427.6875483372003,195.66898685228156,variant surface glycoprotein (VSG  pseudogene)  putative,G1,0
Tb927.9.100,574.5856353591159,657.96082370668,654.9472626820692,515.3189352084379,642.8930185836263,variant surface glycoprotein (VSG  pseudogene)  putative,G1,0
Tb927.5.5690,111.162575266327,137.10050949513666,121.8156553960167,97.26725335803614,102.36220472440945,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5500,113.66806136680614,238.4937238493724,168.06136680613668,183.40306834030685,232.2175732217573,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5510,0.0,197.14656290531772,94.68223086900129,80.41504539559014,23.994811932555127,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5520,0.0,197.084917617237,114.702154626109,148.2889733840304,43.72623574144487,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5530,1.2360939431396785,80.3461063040791,66.1310259579728,84.05438813349815,85.29048207663782,Variant Surface Glycoprotein  putative,>4C (GG2M),0
Tb927.5.5540,2.7894002789400285,163.17991631799163,152.71966527196653,73.22175732217573,92.05020920502092,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5550,443.4782608695652,977.7173913043476,664.1304347826086,796.195652173913,537.5,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5560,0.0,84.87337440109512,48.5968514715948,19.849418206707725,27.37850787132101,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5570,1.3280212483399734,92.96148738379814,81.0092961487384,79.01726427622842,35.1925630810093,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5580,74.65419039869813,414.7681041497152,342.5549227013832,340.52074857607806,228.03091944670464,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5590,78.37078651685394,137.64044943820224,116.43258426966291,97.61235955056179,86.23595505617979,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5600,0.0,18.931710615280593,13.52265043948614,17.57944557133198,7.437457741717376,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5610,139.35574229691878,242.99719887955186,195.37815126050418,236.69467787114846,157.56302521008405,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5620,8.16326530612245,46.25850340136054,31.972789115646254,25.850340136054424,26.530612244897963,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5630,67.91277258566979,62.928348909657316,49.221183800623045,56.697819314641755,22.429906542056074,Variant Surface Glycoprotein  putative,<2C (LG1),0
Tb927.5.5640,152.21579961464354,94.41233140655106,68.72190109184329,86.06294155427103,32.113037893384714,Variant Surface Glycoprotein  putative,<2C (LG1),0
Tb927.5.5650,546.5221318879857,188.79855465221317,56.91056910569106,50.587172538392046,158.98825654923215,Variant Surface Glycoprotein  putative,<2C (LG1),0
Tb927.5.5660,0.0,33.37696335078534,18.97905759162304,25.523560209424087,6.544502617801047,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5670,0.0,21.912350597609557,21.248339973439574,21.912350597609557,44.4887118193891,Variant Surface Glycoprotein  putative,>4C (GG2M),0
Tb927.5.5680,0.0,90.3654485049834,55.14950166112957,62.458471760797345,67.77408637873755,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5480,54.461942257217856,114.1732283464567,56.43044619422572,33.46456692913386,40.026246719160106,Variant Surface Glycoprotein  putative,G1,0
Tb927.5.5030,5.05050505050505,5.05050505050505,0.0,5.05050505050505,10.1010101010101,variant surface glycoprotein  truncated,>4C (GG2M),0
Tb927.5.5020,3.8204393505253114,131.80515759312323,86.91499522445082,103.15186246418337,75.45367717287489,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene)  putative,G1,0
Tb927.5.5010,0.6666666666666666,280.0,162.0,124.66666666666669,201.33333333333331,variant surface glycoprotein  degenerate,G1,0
Tb927.5.4380,78.72127872127872,352.84715284715287,266.9330669330669,254.54545454545456,320.67932067932065,Kinetoplastid-specific Protein Phosphatase 1,G1,0
Tb927.5.4390,0.0,234.13566739606125,98.46827133479212,102.84463894967176,323.85120350109406,hypothetical protein  conserved,>4C (GG2M),0
Tb927.5.4400,0.0,360.99290780141854,348.93617021276606,298.581560283688,426.24113475177313,hypothetical protein  conserved,>4C (GG2M),0
Tb927.5.4410,0.0,37.735849056603776,126.6846361185984,90.29649595687331,318.0592991913747,hypothetical protein  conserved,>4C (GG2M),0
Tb927.5.4420,656.5074135090609,346.78747940691926,264.82701812191107,237.2322899505766,100.90609555189457,nucleolar RNA helicase II  putative,<2C (LG1),0
Tb927.5.4430,549.2354740061162,629.3577981651376,435.474006116208,518.0428134556573,423.85321100917434,calcium/calmodulin-dependent protein kinase  putative,G1,0
Tb927.5.4440,785.4671280276817,145.3287197231834,48.44290657439446,72.6643598615917,46.71280276816609,dynein light chain  putative,<2C (LG1),0
Tb927.5.4450,900.0,394.8717948717949,376.06837606837615,335.89743589743586,308.5470085470085,hypothetical protein  conserved,<2C (LG1),0
Tb927.5.4370,711.6104868913858,565.5430711610487,520.5992509363297,578.6516853932584,179.77528089887642,hypothetical protein  conserved,<2C (LG1),0
Tb927.5.4460,343.44866704481,155.1332955190017,104.93477027793536,105.78559273964834,60.6920022688599,major vault protein  putative,<2C (LG1),0
Tb927.5.4480,229.51605174892188,114.9976042165788,111.6435074269286,101.1020603737422,95.83133684714899,paraflagellar rod component par4  putative,<2C (LG1),0
Tb927.5.4490,509.3896713615024,286.3849765258216,328.63849765258215,267.60563380281695,293.42723004694835,hypothetical protein  conserved,<2C (LG1),0
Tb927.5.4500,176.47058823529412,131.95548489666135,92.2098569157393,73.13195548489666,152.62321144674087,ras-like small GTPase  putative,<2C (LG1),0
Tb927.5.4510,112.52653927813164,42.46284501061572,40.33970276008493,36.09341825902336,44.5859872611465,hypothetical protein  conserved,<2C (LG1),0
Tb927.5.4520,205.44217687074834,82.31292517006804,88.77551020408166,77.89115646258503,161.22448979591837,Kinetochore interacting protein 1,<2C (LG1),0
Tb927.5.4530,380.31319910514543,117.4496644295302,46.97986577181208,45.861297539149895,41.387024608501115,Long chain fatty acyl elongase,<2C (LG1),0
Tb927.5.4535,0.0,625.0,590.909090909091,602.2727272727273,414.77272727272725,hypothetical protein,G1,0
Tb927.5.4540,295.5747645465101,257.9022061669462,214.8109921300477,169.52651270803767,132.88607921558508,receptor-type adenylate cyclase GRESAG 4  putative,<2C (LG1),0
Tb927.5.4470,261.0583446404342,437.9918588873813,225.78018995929443,262.95793758480323,266.48575305291723,hypothetical protein  conserved,G1,0
Tb927.5.4360,326.9035532994924,570.5583756345178,386.8020304568528,307.61421319796955,416.24365482233503,hypothetical protein  conserved,G1,0
Tb927.5.4350,80.78602620087335,274.38136826783114,175.40029112081513,160.844250363901,112.80931586608442,Nudix hydrolase 2,G1,0
Tb927.5.4340,350.9571558796718,463.53691886964447,237.01002734731082,283.9562443026436,479.489516864175,basal body component  putative,>4C (GG2M),0
Tb927.5.4150,46.485260770975046,290.8163265306123,277.77777777777777,250.0,319.1609977324263,hypothetical protein  conserved,>4C (GG2M),0
Tb927.5.4160,6.962576153176675,309.8346388163621,181.02697998259362,212.35857267188857,112.27154046997387,hypothetical protein  conserved,G1,0
Tb927.5.4170,572.700296735905,216.61721068249253,376.85459940652817,219.5845697329377,682.4925816023739,histone H4  putative,>4C (GG2M),0
Tb927.5.4180,378.6407766990292,277.6699029126213,316.50485436893206,258.252427184466,244.66019417475727,histone H4  putative,<2C (LG1),0
Tb927.5.4190,1231.0679611650485,801.9417475728155,864.0776699029126,563.1067961165047,906.7961165048545,histone H4  putative,<2C (LG1),0
Tb927.5.4200,431.06796116504853,248.54368932038838,345.63106796116506,256.31067961165047,370.87378640776706,histone H4  putative,<2C (LG1),0
Tb927.5.4210,44.51038575667656,38.575667655786354,139.46587537091986,118.69436201780417,160.23738872403558,histone H4  putative,>4C (GG2M),0
Tb927.5.4220,812.1739130434784,417.3913043478262,460.86956521739125,346.0869565217392,619.1304347826087,histone H4  putative,<2C (LG1),0
Tb927.5.4230,528.1553398058252,306.7961165048544,429.12621359223294,347.57281553398064,382.5242718446602,histone H4  putative,<2C (LG1),0
Tb927.5.4240,315.7894736842105,275.30364372469637,362.3481781376518,309.71659919028343,291.49797570850205,histone H4  putative,S,0
Tb927.5.4250,262.13592233009706,201.94174757281556,256.31067961165047,182.52427184466015,240.7766990291262,histone H4  putative,<2C (LG1),0
Tb927.5.4260,255.06072874493927,323.88663967611336,560.7287449392711,346.15384615384613,534.4129554655872,histone H4  putative,S,0
Tb927.5.4270,599.8449011244668,728.9647150058162,539.3563396665373,450.17448623497484,364.4823575029081,ATP-dependent DEAD/H RNA helicase  putative,G1,0
Tb927.5.4280,95.91373439273552,99.88649262202044,54.483541430192965,80.02270147559591,76.04994324631102,Zinc finger  C3HC4 type (RING finger)  putative,G1,0
Tb927.5.4290,118.20330969267141,758.0772261623326,397.16312056737587,234.04255319148942,29.156816390858946,hypothetical protein  conserved,G1,0
Tb927.5.4300,1345.3791469194314,726.0071090047394,571.3862559241708,495.8530805687204,353.6729857819905,prolyl oligopeptidase  putative,<2C (LG1),0
Tb927.5.4310,523.5955056179776,708.2397003745317,611.9850187265918,406.3670411985019,364.41947565543074,GTP-binding protein  putative,G1,0
Tb927.5.4320,748.6033519553073,1229.050279329609,898.6432561851558,734.2378292098963,573.024740622506,Pre-mRNA polyadenylation factor FIP1,G1,0
Tb927.5.4330,759.5972309628697,478.9175582127125,377.5959723096287,287.6022655758339,214.60037759597233,dihydrolipoamide branched chain transacylase  putative,<2C (LG1),0
Tb927.5.4550,265.73426573426565,285.68991983626125,222.07061231451473,186.42333276479613,137.6428449599181,receptor-type adenylate cyclase GRESAG 4  putative,G1,0
Tb927.5.4560,1.9215987701767872,59.569561875480396,30.745580322828594,28.43966179861645,38.8162951575711,guanine deaminase  putative,G1,0
Tb927.5.4575,1360.7594936708858,414.55696202531647,360.75949367088606,259.493670886076,278.4810126582278,hypothetical protein,<2C (LG1),0
Tb927.5.4580,155.78284815106215,257.4744295830056,197.08890637293467,164.63414634146343,407.7498033044847,Flagellum adhesion protein 3,>4C (GG2M),0
Tb927.5.4820,0.0,76.62082514734773,66.1427635887361,48.461034708578914,41.2573673870334,variant surface glycoprotein  degenerate,G1,0
Tb927.5.4830,505.9760956175299,301.46082337317404,266.2682602921646,185.92297476759632,418.32669322709165,variant surface glycoprotein  degenerate,<2C (LG1),0
Tb927.5.4840,0.6858710562414266,227.70919067215362,187.92866941015092,198.21673525377233,67.21536351165982,variant surface glycoprotein (VSG  atypical)  putative,G1,0
Tb927.5.4850,42.706964520367926,32.19448094612352,40.73587385019711,22.996057818659658,5.913272010512482,variant surface glycoprotein  degenerate,<2C (LG1),0
Tb927.5.4860,87.67123287671231,372.6027397260274,300.4566210045662,264.8401826484018,400.9132420091324,expression site-associated gene 3 (ESAG3)  degenerate,>4C (GG2M),0
Tb927.5.4870,28.739867354458365,212.2328666175387,98.74723655121592,106.85335298452469,47.16285924834193,variant surface glycoprotein  degenerate,G1,0
Tb927.5.4880,0.0,492.87598944591036,371.5039577836412,326.6490765171504,258.575197889182,variant surface glycoprotein  degenerate,G1,0
Tb927.5.4890,0.0,37.03703703703704,0.0,40.123456790123456,37.03703703703704,variant surface glycoprotein  truncated  degenerate,G2M,0
Tb927.5.4900,0.0,30.949105914718018,10.31636863823934,13.75515818431912,0.0,variant surface glycoprotein  frameshift,G1,0
Tb927.5.4910,500.2878526194589,594.1278065630398,525.0431778929188,464.59412780656305,287.2769142199194,variant surface glycoprotein  degenerate,G1,0
Tb927.5.4920,258.1503659347971,256.81969394544245,196.9394544244844,161.67664670658684,274.11842980705256,variant surface glycoprotein  point mutation,>4C (GG2M),0
Tb927.5.4930,264.8686030428769,178.42323651452287,99.58506224066392,111.34163208852007,157.67634854771785,variant surface glycoprotein  point mutation,<2C (LG1),0
Tb927.5.4940,836.6619115549215,975.0356633380884,718.9728958630528,689.015691868759,368.75891583452216,variant surface glycoprotein  frameshift,G1,0
Tb927.5.4950,460.6741573033708,117.97752808988764,116.10486891385769,83.64544319600498,203.49563046192262,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1),0
Tb927.5.4960,0.0,62.32686980609419,66.4819944598338,33.933518005540165,0.0,variant surface glycoprotein  degenerate,S,0
Tb927.5.4970,0.6662225183211193,63.291139240506325,29.31379080612925,15.989340439706865,97.93471019320455,variant surface glycoprotein  degenerate,>4C (GG2M),0
Tb927.5.4980,53.799596503026216,63.88702084734364,67.9219905850706,68.59448554135844,42.36718224613315,variant surface glycoprotein  frameshift,G2M,0
Tb927.5.4990,27.522935779816518,43.25032765399738,27.522935779816518,11.140235910878113,8.51900393184797,variant surface glycoprotein  degenerate,G1,0
Tb927.5.5000,155.85284280936457,170.56856187290967,203.34448160535115,96.32107023411372,134.44816053511704,variant surface glycoprotein  degenerate,S,0
Tb927.5.4810,86.67493454595564,234.66997381838226,155.57392862064214,160.94805015846768,158.60548435992834,variant surface glycoprotein (VSG  atypical)  putative,G1,0
Tb927.5.4140,642.4344885883347,1481.8258664412508,1098.0557903634826,966.1876584953508,856.297548605241,ZIP Zinc transporter  putative,G1,0
Tb927.5.4800,0.0,189.23611111111111,168.4027777777778,213.54166666666669,274.3055555555556,variant surface glycoprotein  degenerate,>4C (GG2M),0
Tb927.5.4780,384.2621912602912,577.580747308423,428.43571880937293,313.9645345155162,274.85750474984167,variant surface glycoprotein  degenerate,G1,0
Tb927.5.4590,1062.4338624338623,1085.7142857142858,733.3333333333335,756.6137566137567,667.7248677248677,small GTP-binding rab protein  pseudogene  putative,G1,0
Tb927.5.4600,570.1540957015409,522.3033252230332,420.9245742092457,323.6009732360097,363.34144363341437,expression site-associated gene 3 (ESAG3) protein  putative,<2C (LG1),0
Tb927.5.4610,75.25870178739417,130.76199435559738,136.40639698965194,110.06585136406395,125.1175917215428,variant surface glycoprotein-related protein  frameshift,S,0
Tb927.5.4620,1327.2532188841199,1039.6995708154507,782.1888412017167,756.4377682403433,463.519313304721,expression site-associated gene 9 (ESAG9) protein  putative,<2C (LG1),0
Tb927.5.4630,381.5789473684209,414.9797570850202,238.8663967611336,256.07287449392715,303.64372469635634,expression site-associated gene 1 (ESAG1) protein  putative,G1,0
Tb927.5.4640,500.72780203784566,231.44104803493445,186.31732168850075,119.35953420669577,75.69141193595341,hypothetical protein  conserved,<2C (LG1),0
Tb927.5.4650,1239.3380012730745,366.008911521324,470.40101845957986,341.8204964990452,221.5149586250796,variant surface glycoprotein  degenerate,<2C (LG1),0
Tb927.5.4660,22.099447513812144,189.6869244935543,71.82320441988949,58.93186003683241,68.13996316758747,expression site-associated gene 3 (ESAG3)  degenerate,G1,0
Tb927.5.4670,174.31803060545573,117.76447105788424,121.09115103127078,82.5016633399867,163.67265469061874,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1),0
Tb927.5.4680,0.0,7.032348804500702,4.219409282700422,3.516174402250352,0.0,variant surface glycoprotein  degenerate,G1,0
